verdict	region	name	url	ips	note
OK	CA	GB Dana Point	https://graciebarra.com/dana-point-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	GB Diamond Bar	https://graciebarra.com/diamond-bar-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Academy Jiu-Jitsu and Kickboxing / Headquarters	https://www.academyjj.com/	45.40.149.34	resolves, not parked
OK	CA	GB Downey	https://graciebarra.com/downey-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Silva BJJ Cajon CA (Aloisio Silva Associated Academy)	https://silvabjjacademy.com/	173.205.125.177	resolves, not parked
OK	CA	Trilogy Martial Arts	https://www.trilogymmagym.com/	64.202.185.40	resolves, not parked
OK	CA	Charles Gracie Jiu-Jitsu Academy Elk Grove	https://gracieelkgrove.com/	100.24.208.97,35.172.94.1	resolves, not parked
OK	CA	GB Encinitas	https://graciebarra.com/encinitas-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	GB Escondido	https://graciebarra.com/escondido-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Jobu Shin Kan	https://jobushinkan.weebly.com/instructor.html	74.115.51.9,74.115.51.8	resolves, not parked
OK	CA	Raiz Brazilian Jiu-Jitsu	https://www.raizbjj.net/	34.149.87.45	resolves, not parked
OK	CA	Gracie Brazilian Jiu Jitsu Fremont / Jiu-Jitsu Fremont CA 94538	https://www.graciefremont.com/	3.33.251.168,15.197.225.128	parking-range IP but real site
OK	CA	Jean Jacques Machado Fresno	https://jjmachadofresno.com/	35.172.94.1,100.24.208.97	resolves, not parked
OK	CA	Royce Gracie Jiu-Jitsu Of Fresno	https://www.graciefresno.com/	172.66.3.8,162.159.143.12	resolves, not parked
OK	CA	CSW Training Center	https://www.erikpaulson.com	66.235.200.170	resolves, not parked
OK	CA	GB Fullerton	https://graciebarra.com/fullerton-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	GB Garden Grove	https://www.gbgardengrove.com/	160.153.0.24	resolves, not parked
OK	CA	Nam Phan MMA Academy	https://www.iamnam.com/	172.235.57.63	resolves, not parked
OK	CA	Pedigo Submission Fighting Los Angeles	https://www.psflosangeles.com/	216.198.79.65,64.29.17.1	resolves, not parked
OK	CA	Electric Jiu Jitsu	https://electricjiujitsu.com	185.230.63.186,185.230.63.107,185.230.63.171	resolves, not parked
OK	CA	GB Huntington Beach	https://graciebarrahb.com/	72.62.223.96	resolves, not parked
OK	CA	Gracie Jiu-Jitsu Huntington Beach	https://graciejiujitsuhuntingtonbeach.com/	216.150.1.1	resolves, not parked
OK	CA	UFC GYM Huntington Beach	https://www.ufcgym.com/locations/huntington-beach/	76.76.21.98,66.33.60.67	resolves, not parked
OK	CA	Flow Academy BJJ Indio	https://flowacademybjjindio.com/	76.76.21.21	resolves, not parked
OK	CA	Gracie Jiu-Jitsu Indio	https://gjjindio.com/	172.67.172.109,104.21.55.193	resolves, not parked
OK	CA	GB HQ - Irvine	https://graciebarra.com/irvine-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Team Oyama MMA & Fitness	https://teamoyama.com/	216.150.1.1	resolves, not parked
OK	CA	GB La Canada Flintridge	https://graciebarra.com/la-canada-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	GB La Crescenta	https://graciebarra.com/la-canada-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Gracie Jiu-Jitsu La Palma	https://www.gracielapalma.com/	208.94.117.188	resolves, not parked
OK	CA	Six Blades Jiu Jitsu La Quinta	https://laquintajiujitsu.com	15.197.225.128,3.33.251.168	parking-range IP but real site
OK	CA	GB Lake Elsinore	https://graciebarra.com/lake-elsinore-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Lincoln Jiu Jitsu Academy	https://lincolnjiujitsuacademy.com/	192.0.78.203,192.0.78.135	resolves, not parked
OK	CA	Arena Training Center	https://www.arenastrong.com	34.149.87.45	resolves, not parked
OK	CA	Darcio Lira Brazilian Jiu Jitsu and Martial Arts	https://www.darciolirajiujitsu.com/	198.185.159.144,198.185.159.145,198.49.23.145,198.49.23.144	resolves, not parked
OK	CA	Caique - Gracie Brazilian Jiu Jitsu Academy	https://cjjusa.com/	20.49.104.5	resolves, not parked
OK	CA	10th Planet Long Beach CA	https://www.10thplanetjj.com/locations/long-beach-ca/	159.223.205.106	resolves, not parked
OK	CA	GB Long Beach	https://www.gblongbeach.com	15.197.225.128,3.33.251.168	parking-range IP but real site
OK	CA	Conde Koma Brazilian Jiu-Jitsu Academy	https://www.condekomabjj.com	198.185.159.144,198.49.23.144,198.185.159.145,198.49.23.145	resolves, not parked
OK	CA	Alliance Jiu Jitsu Los Angeles	https://www.cobrinhabjj.com/	194.163.35.186	resolves, not parked
OK	CA	GB Northridge	https://www.gbnorthridge.com/	67.222.151.28	resolves, not parked
OK	CA	Renzo Gracie Los Angeles	https://renzogracielosangeles.com	172.67.154.178,104.21.88.249	resolves, not parked
OK	CA	Rey Diogo Brazilian Jiu Jitsu	https://www.reydiogojiujitsu.com/	66.185.19.204	resolves, not parked
OK	CA	Uactp	https://www.uactp.com/	198.185.159.144,198.49.23.144,198.185.159.145,198.49.23.145	resolves, not parked
OK	CA	Xtreme Martial Arts and Fitness Center	https://www.xmagym.com/	34.149.87.45	resolves, not parked
OK	CA	Jg Academy Manteca	https://www.jgacademy.net/manteca	198.185.159.144,198.49.23.144,198.49.23.145,198.185.159.145	resolves, not parked
OK	CA	East Bay Academy Jiu Jitsu	https://www.ebajiujitsu.com/	34.149.87.45	resolves, not parked
OK	CA	Charles Gracie Academy Brazilian Jiu Jitsu Modesto CA	https://graciemodesto.com/	74.220.207.205	resolves, not parked
OK	CA	Gracie Jiu Jitsu Downtown Modesto	https://www.modestobjj.com/	206.189.171.38	resolves, not parked
OK	CA	Gracie Jiu-Jitsu Monterey	https://graciemonterey.com/	45.79.19.164	resolves, not parked
OK	CA	Tantō Jiujitsu	https://www.tantojiujitsu.com/	198.49.23.145,198.185.159.145,198.49.23.144,198.185.159.144	resolves, not parked
OK	CA	United Brazilian Jiu-Jitsu / BJJ Moreno Valley CA 92557	https://www.unitedbjj.com/#/	34.149.87.45	resolves, not parked
OK	CA	GB Morgan Hill	https://graciebarra.com/morgan-hill-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Mtn House Jiu-Jitsu Academy	https://www.graciemh.com/	192.0.78.232,192.0.78.136	resolves, not parked
OK	CA	Base Camp Brazilian Jiu Jitsu	https://www.basecampbjj.com/	34.149.87.45	resolves, not parked
OK	CA	10th Planet Jiu JItsu Murrieta	https://www.10thplanetjjmurrieta.com	18.208.88.157,98.84.224.111	resolves, not parked
OK	CA	Carlson Gracie Murrieta Temecula Team	https://www.carlsongracietemecula.com	208.167.248.121,51.161.115.44	resolves, not parked
OK	CA	Checkmat BJJ Murrieta	https://www.checkmatmurrieta.com/	35.215.113.148	resolves, not parked
OK	CA	GB Newport Beach	https://graciebarra.com/newport-beach-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	North Bay Jiu Jitsu	https://www.northbayjiujitsu.com/	162.159.143.12,172.66.3.8	resolves, not parked
DEAD	CA	Catch MMA	https://catchmma.com/		NXDOMAIN
OK	CA	Growth Mindset Collective	https://growthmindsetcollective.com	35.172.94.1,100.24.208.97	resolves, not parked
OK	CA	10th Planet Oceanside	https://10thplanetoceanside.com	35.215.82.81	resolves, not parked
OK	CA	760 Jiu-Jitsu / BJJ Oceanside CA 92057	https://760jiujitsu.com/	141.193.213.10,141.193.213.11	resolves, not parked
OK	CA	CSG 360 Jiu Jitsu	https://www.csg360jiujitsu.com	34.149.87.45	resolves, not parked
OK	CA	GB Oceanside	https://graciebarra.com/oceanside-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	UFC Gym Oceanside	https://www.ufcgym.com/locations/oceanside/	76.76.21.98,66.33.60.67	resolves, not parked
DEAD	CA	OC Carlson Gracie Jiu Jitsu	https://www.carlsongracieoc.com/		SERVFAIL, nameservers not responding
OK	CA	UFC GYM Orange	https://www.ufcgym.com/locations/orange/	76.76.21.98,66.33.60.67	resolves, not parked
OK	CA	Cultivate Power Fighting Arts	https://cultivatepower.net/	209.97.155.225	resolves, not parked
OK	CA	GB Palm Desert	https://graciebarra.com/palm-desert-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	10th Planet Palmdale	https://10thplanetpalmdale.com/	18.238.49.26,18.238.49.105,18.238.49.101,18.238.49.40	resolves, not parked
OK	CA	Combat Base Shasta/ Mendes Brazilian Jiu-Jitsu	https://www.reddingselfdefense.com/	198.49.23.144,198.185.159.145,198.49.23.145,198.185.159.144	resolves, not parked
OK	CA	Gracie Barra Pasadena	https://graciebarra.com/pasadena-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Renzo Gracie Pasadena	https://www.renzograciepasadena.com/	198.185.159.144,198.49.23.144,198.49.23.145,198.185.159.145	resolves, not parked
OK	CA	10th Planet Poway Jiu Jitsu	https://www.10thplanetpoway.com/	35.215.120.154	resolves, not parked
OK	CA	Javier Vazquez Jiu Jitsu Rancho / BJJ Rancho Cucamonga CA 91730	https://www.jiujitsuranchocucamonga.com/	172.67.137.88,104.21.46.97	resolves, not parked
OK	CA	Rice brothers Brazilian Jiu Jitsu	https://ricebrosacademy.com/?fbPAAaank9WRQJ0f5XUCD7nDCT9_YZ7N0FpkVqn-3QxgLos6phsskIp9UrbXTyc_aem_AcxKEC-ea23ShVOKT-p_9ivUHO3QEvIy3wh3A7nmMpplQlDh7ddgoeBgtEJrB7mEiho	151.101.2.159	resolves, not parked
OK	CA	10th Planet Redland	https://10thplanetjiujitsuredlands.com/	98.84.224.111,18.208.88.157	resolves, not parked
OK	CA	Redlands Jiu Jitsu	https://redlandsbjj.com	198.49.23.144,198.49.23.145,198.185.159.144,198.185.159.145	resolves, not parked
OK	CA	Carlos Alberto's MMA & Fitness Center	https://www.carlosalbertosmma.com/	34.149.87.45	resolves, not parked
OK	CA	Charles Gracie Jiu Jitsu Ripon	https://www.gracieripon.com/	192.0.78.240,192.0.78.172	resolves, not parked
OK	CA	10th Planet Jiu Jitsu Riverside CA	https://www.10thplanetjjriverside.com/	104.21.2.232,172.67.129.202	resolves, not parked
OK	CA	Academy Of Striking & Grappling	https://www.asgmma.com/	34.149.87.45	resolves, not parked
OK	CA	Gracie Barra Riverside Brazilian Jiu-Jitsu Martial Arts	https://graciebarra.com/riverside-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
OK	CA	Synergy Jiu-Jitsu Academy	https://bjj-rocklin.com/	192.145.238.18	resolves, not parked
OK	CA	GB Rohnert Park	https://graciebarra.com/rohnert-park-ca/	104.26.8.3,104.26.9.3,172.67.71.239	resolves, not parked
